https://www.thedailystar.net/country/news/national-volleyball-team-goalkeeper-among-2-killed-kushtia-road-accident-1871194,"Feb 21, 2020",National handball team goalkeeper among 2 killed in Kushtia road accident,"Two people were killed today in a road accident involving a motorcycle and a battery-run three-wheeler at Daulatpur upazila of Kushtia. 
The deceased were Sohanur Rahman (21), goalkeeper of Bangladesh National Handball Team, and his cousin Hridoy Khan -- both hailing from Char Mahirbadi village in Philipnagar union under the upazila, reports our Kushtia correspondent quoting police.
For all latest news, follow The Daily Star's Google News channel.
The incident happened around 9:00am at Hossenabad Centre Intersection in Daulatpur. Sohan and Hridoy, on a motorbike, were going to a local market when the unlicensed three-wheeler (locally called Nasiman) from the opposite direction hit them, leaving them critically injured, said SM Arifuzzaman, officer-in-charge of Daulatpur Police Station.
They were rushed to Kushtia General Hospital where Hridoy succumbed to his injuries around 12:00pm, the OC said.
Sohan was referred to Dhaka for better treatment and died on the way around 4:00pm.
Police later sent the bodies of the deceased to morgue for autopsy, the OC said, adding that no case was filed in this connection yet.
The driver of the three-wheeler fled from the scene after the accident, he added.",Dailystar,2,,"Daulatpur upzilla ,kushtia",Motor cycle,
https://www.thedailystar.net/city/news/biker-killed-after-bus-runs-him-over-sayedabad-1860247,"Jan 28, 2020",Biker killed after bus runs him over in Sayedabad,"A man died after a bus ran him over at Dhaka’s Sayedabad area in the capital today.
The victim, Omar Faruq Tuhin (28), fell from his motorcycle and was crushed under the wheels of a bus, said Inspector Bacchu Miah of Dhaka Medical College Hospital (DMCH) police outpost.
For all latest news, follow The Daily Star's Google News channel.
Omar Faruq was on his way to Jatrabari from Motijheel when a ‘Ashiyan City Paribahan’ bus hit his motorbike from the back in front of Sayedabad Ideal School and College at 11:30am.
As soon as he fell from the impact, a ‘Turag Paribahan’ bus ran him over leaving him critically injured, the police official said.
Tuhin was declared dead after he was rushed to DMCH. Police seized both the buses and detained the drivers, the official added.",Dailystar,1,,,,
https://www.thedailystar.net/country/road-accident-30-passengers-hurt-picnic-bus-falls-into-ditch-1855750,"Jan 18, 2020",30 hurt as bus falls into ditch in Cox’s Bazar,"At least 30 passengers of a rental bus were injured after the vehicle fell into a ditch beside the Chattogram-Cox's Bazar highway in Ramu upazila early today.
Among the victims, one critically injured passenger has been sent to Dhaka, and four others have been sent to Chattogram Medical College Hospital for further treatment, our Cox's Bazar correspondent reports, quoting Shaheen Md Abdur Rahman, resident medical officer of the district Sadar hospital.
For all latest news, follow The Daily Star's Google News channel.
Details about the victims are still emerging.
Most of the victims are students of different universities including Dhaka University, Dhaka Medical College and Government Titumir College, reports our Cox's Bazar correspondent.
The accident took place in Lomba Bridge area around 6:30 AM, the correspondent quoted police as saying.
Md Kamal Hossain, an injured passenger at the hospital, said it happened when the driver of the bus tried to overtake an easy bike on the highway.
Officer-in-charge of Ramu Police Station Abul Khayer said efforts were underway to recover the bus.",Dailystar,0,30,"Ramu upzilla ,Cox's Bazar.",Bus,
https://www.thedailystar.net/country/bangladeshi-expatriate-ruhul-amin-24-year-homecoming-wait-ends-in-death-1854937,"Jan 16, 2020",A 24-year homecoming wait ends in death,"""Going [to] BD after 24 years"", read the Facebook status of Bangladeshi expatriate living in the US Ruhul Amin. However, before he could reach his home in Sylhet's Beanibazar, he died in a road accident on the Dhaka-Sylhet Highway in Brahmanbaria on Wednesday night. The accident also injured four more members of the family.
Deceased Ruhul Amin (38) was a US Green Card holder who went to the country as a boy and lived there for the last 24 years, reports our Brahmanbaria correspondent.
For all latest news, follow The Daily Star's Google News channel.
Awaiting his return, his parents rented a microbus for him at Hazrat Shahjalal International Airport.
The tragic accident occurred after the microbus collided with a stone-laden truck coming from the opposite direction, Md Gias Uddin, sub-inspector (SI) of Khatihata Biswaroad Highway Police Outpost, told The Daily Star.
The collision killed Ruhul on the spot and injured five others. They are: Ruhul's father Alim Uddin, younger brothers Nurul Amin and Fakhrul Amin, cousin Emran Ahmed, and driver Badshah Miah.
Quoting relatives of the victim, SI Gias Uddin said that Ruhul, eldest of five, returned to Bangladesh on Wednesday after receiving his Green Card.
The accident might have occurred due to the microbus driver driving in a tired and sleepy state, the police official added.
Among the injured, Nurul Amin and Badshah Miah are in critical condition. The injured were rushed to Brahmanbaria General Hospital and later shifted to Sylhet MAG Osmani Medical College Hospital.",Dailystar,1,,,,
https://www.thedailystar.net/country/bgb-member-wife-killed-road-accident-rajshahi-dhaka-highway-1811386,"Oct 9, 2019","BGB member, wife killed in Rajshahi road accident","A Bangladesh Border Guard (BGB) member and his wife were killed in a road accident on Rajshahi-Dhaka highway in Puthia upazila of Rajshahi this morning.
The deceased were identified as Azim Uddin, a BGB member, and his wife Ruma Begum, 35, of Natore, reports our correspondent from Rajshahi quoting Rezaul Islam, officer-in-charge (OC) of Puthia Police Station.
For all latest news, follow The Daily Star's Google News channel.
The accident occurred at around 11.00am when a Rajshahi bound truck rammed the BGB member’s motorbike from behind in front of Janata Bank’s Puthia branch, said the OC.
They died on the spot, the police official said.
The couple were travelling to Puthia from Natore to visit Ruma’s parents.
Police seized the truck, however, its driver and helper managed to escape.",Dailystar,2,,"Puthia upzila, Rajshahi.",motor bike,
https://www.thedailystar.net/city/news/2-killed-dhaka-road-crashes-1789426,"Aug 23, 2019",2 killed in Dhaka road crashes,"Two people were killed in separate road accidents in Rampura and Jatrabari areas of Dhaka today.
Abdul Kader, 56, a driver by profession, sustained injuries after an unidentified bus hit his motorcycle from behind at Rampura bridge around 7:00am.
For all latest news, follow The Daily Star's Google News channel.
He was rushed to Dhaka Medical College Hospital where doctors declared him dead, Inspector Bachchu Mia, in-charge of DMCH police camp, told The Daily Star.
Meanwhile, Golam Mostofa, 60, was injured critically after a speeding pickup van ran him over in Matuail area of Jatrabari Police Station this morning.
The accident took place around 10:00am when the victim was crossing the road, said the inspector.  
Mostofa was declared dead soon after he was taken to the DMCH, added Bachchu Mia.",Dailystar,2,,"Rampura and Jatrabari , Dhaka.",motor cycle,
https://www.thedailystar.net/backpage/news/ten-killed-roads-2-days-1786741,"Aug 18, 2019",Eleven killed on roads in two days,"Eleven people, including four students, were killed in road crashes in the last two days.
In Narsingdi’s Shibpur, three students were among the four people killed when a bus rammed into a car around 3:00am yesterday, police said.
For all latest news, follow The Daily Star's Google News channel.
Four others were injured in the crash on Dhaka-Sylhet Highway.
Akib Hossain, 27, Jannatul Ferdous, 25, Sadia Akter, 24, and her husband Ekram Mia, 35, died after a bus of Shyamoli Paribahan rammed into their car, officers said.
All of them, except for Ekram, were MBA students at Millennium University in the capital.
“They were returning from a picnic in Sylhet,” said Sergeant Jakrul Kabir of Itakhola Highway Police Outpost.
The car was mangled in the crash and the bus plunged into a roadside ditch, he said.
On Benapole-Jashore highway, BBA student Sobuj Hossain, 22, of the Jashore Cantonment College was killed in Tapshidanga area early yesterday.
He was hit by a truck while going across the road, said Samir Kumar Sarker, officer-in-charge of Jashore Kotwali police station.
In Noakhali’s Companiganj, four-year-old Muntaha was killed in Natun Bazar area when a CNG-run three-wheeler hit her around noon yesterday.
Locals said she was playing with other children beside a road when the three-wheeler hit her and fled the scene.
In Rangpur’s Manthana-Gangahari area, Anis, 35, of Dinajpur was killed and 30 other passengers of a bus were injured when the vehicle plunged into a roadside ditch on Friday night, said Inspector Abu Musa of Hazirhat Police Station in Rangpur.
Also on Friday night, traffic constable Robi Chowdhury,33, was killed when he was he hit by a truck around 9:30pm in Jhaugara area on Mymensingh-Haluaghat road.
He was trying to stop a truck from driving down the wrong side of the road, said OC Khondaker Shaker Ahmed of Kotwali Police Station.
He died at Mymensingh Medical College Hospital about an hour after he was hit.
The truck driver has been arrested, the OC said.
In Gopalganj, 11-year-old Amin Sheikh, son of Al-Amin Sheikh, was run over and killed by a bus of Tungipara Express when he was crossing a road yesterday morning, said OC Monirul Islam of Gopalganj Sadar Police Station.
Meanwhile, Sobuj Sheikh, 26, of Hatbariya village of Gopalganj, died on Friday evening, a day after he was injured in a road crash.
In Narayanganj’s Rupganj, a motorcyclist was killed and his pillion injured when a car hit them on Kanchan-Kuril road near Nela Market yesterday afternoon. Five people in the car were also injured as it fell into a ditch.
Ibrahim Sarkar, 42, of Dhaka’s Kawla area sold clothes, said Shahjahan Khan, Sub-Inspector of Rupganj Police Station.
Our correspondents in Benapole, Brahmanbaria, Noakhali, Dinajpur, Mymensingh, Narayanganj and Faridpur contributed to this report.",Dailystar,11,,sylhet ,car,
https://www.thedailystar.net/backpage/news/road-crashes-claim-18-lives-1785949,"Aug 16, 2019",Road crashes claim 20 lives,"At least 20 people were killed and 82 others injured in separate road accidents in eight districts yesterday.
Of the 20 dead, seven were killed in Feni, four in Faridpur, three in Kishoreganj, two in Sirajganj, and one each in Gopalganj, Mymensingh, Barishal and Tangail.
For all latest news, follow The Daily Star's Google News channel.
Of the 82 injured, 32 were in Faridpur, 20 each in Feni and Sirajganj, four each in Mymensingh and Kishoreganj, and one each in Gopalganj and Barishal.
The injured were admitted in different hospitals in these districts and Dhaka, reports our correspondents.
two buses that collided in Nowpara area of Faridpur’s Bhanga. Photo: Star
In Feni, the accident took place when the driver of a Cox’s Bazar-bound bus lost his control over the steering on the Dhaka-Chattagram highway and hit a roadside tree near the Lemua Bridge area in Sadar upazila around 6:00am.
The passengers started their journey from the capital’s Pallabi.
The accident left two passengers dead on the spot, two died on their way to a local hospital and three others died while undergoing treatment, said police.
Of the dead, two were identified -- Shadat Hossain, 30, from Feni; and Sujan Miah, 40, from Munshiganj.
In Faridpur, at least four people were killed and 32 injured in two separate road accidents at Bhanga and Sadarpur upazilas.
Three of the dead were identified as Rowsan Fakir, 35, Mira Kundu, 60, and Sattar Mollah, 40, police said.
The first accident took place at around 8:30am when a Tuhin Paribahan bus took off from Faridpur and was on its way to Nilphamari’s Saidpur and collided head-on with a local bus in Bhanga upazila’s Nowpara area.
Rowsan, the local bus driver, and it’s passender Mira died on the spot.
Another victim, who could not be identified, was taken to a local hospital where he was declared dead.
Police seized both buses, said Ataur Rahman, officer-in-charge (OC) of Bhanga Highway Police Station.
Firefighters gather around a mangled bus that hit two others near Bangabandhu Bridge in Sirajganj. Photo: Star
The second accident took place around 11:30am when a motorbike hit a man, who was standing beside the road in Sadarpur upazila’s Baburchar area.
The victim was identified as Sattar, who was declared dead after being taken to hospital, said Lutfar Rahman, OC of Sadarpur Police Station.
In Kishoreganj, three people were killed and four others injured in a road accident in Katiadi upazila’s Aachmita area.
The dead were identified as Jalal Mia, 30, driver of a CNG-run auto-rickshaw, and its passengers Omar Faruq, 20, and Tofazzol Hossain, 28.
Quoting locals, police said the accident occurred when a CNG-run auto-rickshaw, heading towards Bhairab from Karimganj with six passengers, collided head-on with a truck around 11:15am.
After the accident, the three victims were taken to a local hospital where on-duty doctors declared them dead.
Police seized the truck but its driver managed to flee, said Md Shafiqul Islam, OC (Investigation) of Katiadi Police Station.
In Sirajganj, at least two people were killed and 20 injured as three buses collided at the Konabari point near the Bangabandhu bridge west-zone highway.
The accident occurred around 2:30pm when a Dhaka-bound Hanif Enterprise bus collided head-on with North Bengal-bound Five Star Paribahan bus at Konabari point, after which another bus hit the Hanif Enterprise bus, said police quoting witnesses.
The accident left two people dead on the spot, one of who was the driver of the Five Star Paribahan bus. The other victim could not be identified immediately, said Sayed Shahid Alam, OC of Bangabandhu Bridge West Zone Police Station.
Vehicular movement on the Bangabandhu bridge highway remained suspended for half an hour due to the huge traffic jam after the accident.
In Mymensingh, a madrasa student was killed and four of his family members were injured in a road accident in Phulpur upazila’s Imadpur area.
A Cox’s Bazar-bound bus that hit a tree on Dhaka Chattogram highway being hauled off. Road crashes across the country left 18 people dead and 81 injured yesterday.
The dead was identified as Jayed, 6, son of Abdul Malek.
The accident took place around 1:00pm when a CNG-run auto-rickshaw heading to Sherpur collided head-on with a Mymensingh-bound bus at Imadpur area on the Mymensingh-Sherpur road, leaving Jayed dead on the spot.
The victims were all passengers of the auto-rickshaw. Police seized the bus, but its driver and helpers managed to flee the scene, said Imarat Hossain Gazi, OC of Phulpur Police Station.
In Gopalganj, a motorcyclist was killed while his wife was injured in a road accident at Gopalpur area under Kashiani upazila.
The dead was identified as Tuhin Mollah, 45.
The accident took place when Tuhin lost control and his motorbike overturned in Gopalpur area on the Dhaka-Khulna highway around 2:00pm. Tuhin died on the spot, said Ataur Rahman, OC of Bhanga Highway Police Station.
In Barishal, a motorcyclist was killed and another injured after the motorbike was hit by a bus in Notunhut area of Babuganj upazila around 1:130pm.
The deceased could not be identified immediately, said Dibakar Chandra Das, OC of Babuganj police station.
In Tangail, a college student was killed after his motorbike collided head-on with a pickup in Boali area under Sakhipur upazila around 9:30am.
The deceased was identified as Ishtiaq Ahmed, 18.
The pick-up driver and his helper fled the scene, said Amir Hossain, OC of Sakhipur police station.",Dailystar,20,,,,
https://www.thedailystar.net/country/sirajganj-munshiganj-road-accident-6-killed-1785286,"Aug 14, 2019",10 killed in road crashes in 4 districts,"At least 10 people were killed and 24 others were injured in separate road accidents in Bogura, Natore, Sirajganj and Munshiganj districts since the day before Eid.
Of the deceased, three were killed in a road accident in Bogura, one was killed in Natore, four including a journalist and his wife were killed in two separate accidents in Sirajganj while two were killed in separate accidents in Munshiganj, our Bogura, Natore, Pabna and Munshiganj correspondents report.
For all latest news, follow The Daily Star's Google News channel.
In Bogura, three persons were killed and 20 others injured as two buses collided head-on in Shahjahanpur upazila this noon.
The deceased are: a bus driver and two passengers Ranu Begum, 45, and her husband Md Khairul Islam of Rangpur Sadar upazila, reports our Bogura correspondent quoting police.
A Rangpur-bound bus of Shyamoli Paribahan and a Dhaka-bound bus of Ahad Paribahan collided head-on at Aria Bazar area in the upazila around 1:45pm, leaving the three persons dead on the spot and 20 others injured, said Kajal Nandi, a sub-inspector of Kundarhat Highway Police Outpost, quoting locals.
On information, police and fire service officials went to the spot and rescued the injured and recovered the bodies of the deceased, the SI said.
The injured were taken to Bogura Shaheed Ziaur Rahman Medical College and Hospital for treatment, the police official also said, adding that several of them were in critical condition.
In Natore, a pickup-van of police crashed with a private car, leaving the driver of the car dead and three police officials injured this morning.
The incident took place on Bonpara-Hatikumrul highway in Boraigram upazila of Natore around 8:00am, reports our Natore correspondent quoting Dilip Kumar Das, officer-in-charge of Boraigram Police Station.
The deceased was identified as Shahjahan Ali, 50, of Munshiganj.
Additional Superintendent of Boraigram Circle Harun-Or-Rashid, his bodyguard Ibrahim Hossain, and pickup-van driver Mobarok Hossain were injured in the accident and are being treated at Natore Sadar Hospital, the OC added. 
In Sirajganj, Rafikul Islam, 50, a reporter of a Bogura-based newspaper, and his wife Morsheda Khatun, 45, were killed when a bus hit their three-wheeler on Sirajganj-Bogura highway in Raiganj upazila of the district on Sunday morning, said Panchanand Sarkar, officer-in-charge of Raiganj Police Station.
The driver of the three-wheeler was also injured in the accident, the OC said, adding that police seized the bus and detained its driver and helper from the spot.
In another incident, two motorcycle riders – Mithun Kumar, 32, and Saidur Rahman, 35, -- were killed as a speedy bus hit them on Eid day (Monday) at Chandaikona area of the upazila around 7:00pm, the OC also said.
Police seized the bus but its driver and helper managed to flee, he added.  
In Munshiganj, an elderly man, Abu Taher, 70, was killed after a car ran him over on Dhaka-Chattogram highway in Gazaria upazila on Monday afternoon, said Sergeant Jatin Bhakta of Bhaber Char Highway Police Outpost, adding that the car fled the scene immediately after the accident.
At the same spot, a woman, Rezia Begum, 45, was ran over by a bus of Tisha Paribahan around 7:45pm on Monday and was left dead on the spot, the police official said.
Police seized the bus but its driver managed to flee, he added.",Dailystar,10,24,,,
https://www.thedailystar.net/country/news/3-killed-narayanganj-road-crash-1776214,"Jul 24, 2019",3 killed in Narayanganj road crash,"Three persons were killed and eight others were injured in a road accident involving a pick-up van and a human haulier in Rupganj upazila of Narayanganj this evening. 
The deceased were identified as Rabbi, Shahabuddin, and Jahangir, all of them were day labourers aged between 25-35 years, reports our Narayanganj correspondent quoting police.
For all latest news, follow The Daily Star's Google News channel.
The identities of the injured could not be known immediately. 
The incident took place around 7:00pm when the Kachpur-bound pick-up van collided with the human haulier coming from the opposite direction at Borab area on Dhaka-Sylhet highway in the upazila, leaving the three men dead on the spot, witnesses said. 
The injured were rescued and sent to Dhaka Medical College Hospital (DMCH) for treatment, said Sub-Inspector Abdus Samaad of Kachpur Highway Police Station said.
The bodies of the deceased have been sent to Narayanganj General Hospital morgue for autopsy, he also said.
The pick-up van has been seized, the official added.",Dailystar,3,8,"Rupganj Upazilla, Narayanganj",pick up van,
